N¼,Nombre,Total,Por mil (ä)
2119,MONICA ESTHER,7,"0,043"
2120,MONTSERRAT,7,"0,043"
2121,MYRIAM PATRICIA,7,"0,043"
2122,NANCY YANETH,7,"0,043"
2123,NATALIA EUGENIA,7,"0,043"
2124,NELLY CARMEN,7,"0,043"
2125,NICOLE VALERIA,7,"0,043"
2126,NORMA LUCIA,7,"0,043"
2127,NUBIA PATRICIA,7,"0,043"
2128,ODILIA,7,"0,043"
2129,OLGA JANETH,7,"0,043"
2130,OLGA JESUS,7,"0,043"
2131,PAOLA ALEJANDRA,7,"0,043"
2132,PAOLA MARCELA,7,"0,043"
2133,PAULA FERNANDA,7,"0,043"
2134,PIEDAD SOCORRO,7,"0,043"
2135,ROCIO JESUS,7,"0,043"
2136,ROSA HERMINIA,7,"0,043"
2137,SABRINA,7,"0,043"
2138,SAMIRA,7,"0,043"
2139,SANDRA INES,7,"0,043"
2140,SANDRA JOHANA,7,"0,043"
2141,SANDRA PIEDAD,7,"0,043"
2142,SARA LIZETH,7,"0,043"
2143,SELENA,7,"0,043"
2144,SHIRLEY ANDREA,7,"0,043"
2145,SILVIA FERNANDA,7,"0,043"
2146,SUSANA MARIA,7,"0,043"
2147,TALIANA,7,"0,043"
2148,TANIA MARCELA,7,"0,043"
2149,TATIANA ALEXANDRA,7,"0,043"
2150,TATIANA CAROLINA,7,"0,043"
2151,THALIA,7,"0,043"
2152,THAMARA,7,"0,043"
2153,TIFFANY,7,"0,043"
2154,VICKY,7,"0,043"
2155,VIVIAN LORENA,7,"0,043"
2156,WENDY VANESSA,7,"0,043"
2157,YESSIKA,7,"0,043"
2158,YOHANNA,7,"0,043"
2159,YOLANDA SOCORRO,7,"0,043"
2160,YURI VANESSA,7,"0,043"
2161,ZAIDA,7,"0,043"
2162,ZULEYMA,7,"0,043"
2163,ADA LUZ,6,"0,037"
2164,ADRIANA ELIZABETH,6,"0,037"
2165,ADRIANA LORENA,6,"0,037"
2166,AISHA,6,"0,037"
2167,ALANNA,6,"0,037"
2168,ALBA LUCY,6,"0,037"
2169,ALEJANDRA ISABEL,6,"0,037"
2170,AMY,6,"0,037"
2171,ANA BERTHA,6,"0,037"
2172,ANA ELISA,6,"0,037"
2173,ANA ELIZABETH,6,"0,037"
2174,ANA FABIOLA,6,"0,037"
2175,ANA GLORIA,6,"0,037"
2176,ANA JOAQUINA,6,"0,037"
2177,ANA LIGIA,6,"0,037"
2178,ANA LUCRECIA,6,"0,037"
2179,ANA MIREYA,6,"0,037"
2180,ANA PAULA,6,"0,037"
2181,ANA VALENTINA,6,"0,037"
2182,ANA XIMENA,6,"0,037"
2183,ANAHI,6,"0,037"
2184,ANDREA ALEXANDRA,6,"0,037"
2185,ANDREA LILIANA,6,"0,037"
2186,ANDREA NATALIA,6,"0,037"
2187,ANGELA CAROLINA,6,"0,037"
2188,ANGELA ISABEL,6,"0,037"
2189,ANGELY,6,"0,037"
2190,ANYELI,6,"0,037"
2191,ARANTXA,6,"0,037"
2192,ARGEMIRA,6,"0,037"
2193,AURA ELISA,6,"0,037"
2194,BLANCA SOFIA,6,"0,037"
2195,CANDELARIA,6,"0,037"
2196,CARLOTA,6,"0,037"
2197,CARMEN INES,6,"0,037"
2198,CARMEN ISABEL,6,"0,037"
2199,CARMEN ROCIO,6,"0,037"
2200,CARMEN SOCORRO,6,"0,037"
2201,CLARA,6,"0,037"
2202,CLARA LUZ,6,"0,037"
2203,CLARA MARCELA,6,"0,037"
2204,CLAUDIA ESPERANZA,6,"0,037"
2205,CLAUDIA LEONOR,6,"0,037"
2206,CLAUDIA LIZETH,6,"0,037"
2207,CLAUDIA PILAR,6,"0,037"
2208,CLAUDIA SOFIA,6,"0,037"
2209,CLAUDIA VICTORIA,6,"0,037"
2210,DAHYANA,6,"0,037"
2211,DANIELA VALENTINA,6,"0,037"
2212,DAYANA LIZETH,6,"0,037"
2213,DAYHANA,6,"0,037"
2214,DEISY PAOLA,6,"0,037"
2215,DIANA ESTEFANIA,6,"0,037"
2216,DIANA JUDITH,6,"0,037"
2217,DIANA VICTORIA,6,"0,037"
2218,ELIANA ISABEL,6,"0,037"
2219,ELIZABETH MARIA,6,"0,037"
2220,ENEIDA,6,"0,037"
2221,ERIKA YANETH,6,"0,037"
2222,ESTEPHANY,6,"0,037"
2223,ESTHEFANIA,6,"0,037"
2224,ESTHEFANY,6,"0,037"
2225,ESTRELLA,6,"0,037"
2226,EVA LUNA,6,"0,037"
2227,EVELYN DANIELA,6,"0,037"
2228,FANY,6,"0,037"
2229,FLOR ALICIA,6,"0,037"
2230,GLADIS ELENA,6,"0,037"
2231,GLORIA ELSY,6,"0,037"
2232,GLORIA ESTEFANIA,6,"0,037"
2233,GLORIA LUZ,6,"0,037"
2234,HANNA,6,"0,037"
2235,ILDA MARIA,6,"0,037"
2236,INES ELVIRA,6,"0,037"
2237,INGRID DAYANA,6,"0,037"
2238,JACKELIN,6,"0,037"
2239,JENIFER ALEJANDRA,6,"0,037"
2240,JENIFER ALEXANDRA,6,"0,037"
2241,JENIFER PAOLA,6,"0,037"
2242,JENNIFER JOHANNA,6,"0,037"
2243,JENNIFER VANESSA,6,"0,037"
2244,JENNY CRISTINA,6,"0,037"
2245,JESICA PAOLA,6,"0,037"
2246,JIMENA ANDREA,6,"0,037"
2247,JOANNA,6,"0,037"
2248,JULIA ANDREA,6,"0,037"
2249,JULIET,6,"0,037"
2250,KAMILA,6,"0,037"
2251,KAREN ADRIANA,6,"0,037"
2252,KAREN ANGELICA,6,"0,037"
2253,KAREN LILIANA,6,"0,037"
2254,KARINA MARCELA,6,"0,037"
2255,KARLA TATIANA,6,"0,037"
2256,KATHERINE ALEXANDRA,6,"0,037"
2257,KELLY FERNANDA,6,"0,037"
2258,KELLY MELISSA,6,"0,037"
2259,KELLY PATRICIA,6,"0,037"
2260,LAURA CECILIA,6,"0,037"
2261,LAURA DAYANA,6,"0,037"
2262,LAURA GABRIELA,6,"0,037"
2263,LAURA KARINA,6,"0,037"
2264,LAURA LILIANA,6,"0,037"
2265,LAURA NICOLE,6,"0,037"
2266,LAURA SOPHIA,6,"0,037"
2267,LAURA STEFANIA,6,"0,037"
2268,LAURA SUSANA,6,"0,037"
2269,LAURA VERONICA,6,"0,037"
2270,LEONILA,6,"0,037"
2271,LESLY,6,"0,037"
2272,LEYDA,6,"0,037"
2273,LEYLA,6,"0,037"
2274,LILIANA CARMEN,6,"0,037"
2275,LILIANA ISABEL,6,"0,037"
2276,LILIANA SOCORRO,6,"0,037"
2277,LINDA KATHERINE,6,"0,037"
2278,LIZETH VIVIANA,6,"0,037"
2279,LORENA ISABEL,6,"0,037"
2280,LUCIA CARMEN,6,"0,037"
2281,LUISA ALEXANDRA,6,"0,037"
2282,LUISA CAROLINA,6,"0,037"
2283,LUISA GABRIELA,6,"0,037"
2284,LUISA NATALIA,6,"0,037"
2285,LUISA VALENTINA,6,"0,037"
2286,LUZ CARMEN,6,"0,037"
2287,LUZ DANIELA,6,"0,037"
2288,LUZ ELVIRA,6,"0,037"
2289,LUZ ESTHER,6,"0,037"
2290,LUZ MARIBEL,6,"0,037"
2291,LUZ MERCEDES,6,"0,037"
2292,MARIA DAMARIS,6,"0,037"
2293,MARIA ELOISA,6,"0,037"
2294,MARIA ERIKA,6,"0,037"
2295,MARIA ERNESTINA,6,"0,037"
2296,MARIA FATIMA,6,"0,037"
2297,MARIA KATHERINE,6,"0,037"
2298,MARIA LIZETH,6,"0,037"
2299,MARIA LUCELY,6,"0,037"
2300,MARIA MANUELA,6,"0,037"
2301,MARIA PASTORA,6,"0,037"
2302,MARIA VANESSA,6,"0,037"
2303,MARIA YASMIN,6,"0,037"
2304,MARLEY,6,"0,037"
2305,MARTA PATRICIA,6,"0,037"
2306,MARTA ROCIO,6,"0,037"
2307,MARTHA CONSUELO,6,"0,037"
2308,MARTHA ELISA,6,"0,037"
2309,MARTHA LILIA,6,"0,037"
2310,MARTHA ROSA,6,"0,037"
2311,MARTHA SOFIA,6,"0,037"
2312,MAUREN,6,"0,037"
2313,MELANI,6,"0,037"
2314,MELANNIE,6,"0,037"
2315,MELINA,6,"0,037"
2316,MELIZA,6,"0,037"
2317,MIA VALENTINA,6,"0,037"
2318,MIRANDA,6,"0,037"
2319,MYRIAM ROCIO,6,"0,037"
2320,NANCY PAOLA,6,"0,037"
2321,NANCY PATRICIA,6,"0,037"
2322,NANCY ROCIO,6,"0,037"
2323,NATALIA INES,6,"0,037"
2324,NATALIA MARCELA,6,"0,037"
2325,NATALIE,6,"0,037"
2326,NAZARETH,6,"0,037"
2327,NICOLE ALEXANDRA,6,"0,037"
2328,NICOLE VALENTINA,6,"0,037"
2329,NICOLE VANESSA,6,"0,037"
2330,NIDIA ESPERANZA,6,"0,037"
2331,NOEMI,6,"0,037"
2332,NORA LILIANA,6,"0,037"
2333,OLGA ISABEL,6,"0,037"
2334,OLGA LORENA,6,"0,037"
2335,OLGA SOFIA,6,"0,037"
2336,ORFA,6,"0,037"
2337,PAULA CRISTINA,6,"0,037"
2338,PAULA MILENA,6,"0,037"
2339,PAULA PATRICIA,6,"0,037"
2340,RAFAELA,6,"0,037"
2341,ROSA EMILIA,6,"0,037"
2342,ROSA MARGARITA,6,"0,037"
2343,ROSMARY,6,"0,037"
2344,SANDRA EUGENIA,6,"0,037"
2345,SANDRA MARGARITA,6,"0,037"
2346,SANDRA MERCEDES,6,"0,037"
2347,SANDRA MONICA,6,"0,037"
2348,SANDRA PILAR,6,"0,037"
2349,SANDRA VANESSA,6,"0,037"
2350,SARA NICOL,6,"0,037"
2351,SARA PATRICIA,6,"0,037"
2352,SATURIA,6,"0,037"
2353,SENAIDA,6,"0,037"
2354,SHAIRA,6,"0,037"
2355,SHARA,6,"0,037"
2356,SHIRLEY DAYANA,6,"0,037"
2357,SHIRLEY MARIA,6,"0,037"
2358,SHIRLEY PATRICIA,6,"0,037"
2359,SILVIA ALEJANDRA,6,"0,037"
2360,SILVIA CAROLINA,6,"0,037"
2361,SILVIA CRISTINA,6,"0,037"
2362,SILVIA HELENA,6,"0,037"
2363,SILVIA MARGARITA,6,"0,037"
2364,SINDY CAROLINA,6,"0,037"
2365,SIOMARA,6,"0,037"
2366,SIXTA TULIA,6,"0,037"
2367,SOBEIDA,6,"0,037"
2368,SOFIA ALEJANDRA,6,"0,037"
2369,SONIA LUCIA,6,"0,037"
2370,SONNIA,6,"0,037"
2371,SOPHIE,6,"0,037"
2372,STEFANY ALEJANDRA,6,"0,037"
2373,TANIA LORENA,6,"0,037"
2374,TATIANA ISABEL,6,"0,037"
2375,TATIANA VANESSA,6,"0,037"
2376,VALENTINA MARIA,6,"0,037"
2377,VERONICA ANDREA,6,"0,037"
2378,VERONICA PATRICIA,6,"0,037"
2379,WENDY JOHANNA,6,"0,037"
2380,WENDY KATHERINE,6,"0,037"
2381,YAMILA,6,"0,037"
2382,YAQUELIN,6,"0,037"
2383,YENNY MARIA,6,"0,037"
2384,YENY CAROLINA,6,"0,037"
2385,YESIKA,6,"0,037"
2386,YULEIDY,6,"0,037"
2387,YULISA,6,"0,037"
2388,ZOILA,6,"0,037"
2389,ZULIMA,6,"0,037"
2390,ABBY,5,"0,031"
2391,ADRIANA ALEXANDRA,5,"0,031"
2392,ADRIANA CATALINA,5,"0,031"
2393,AHINARA,5,"0,031"
2394,AIDA PATRICIA,5,"0,031"
2395,ALBA LUCERO,5,"0,031"
2396,ALBA TERESA,5,"0,031"
2397,ALICIA MARIA,5,"0,031"
2398,ALYSSON,5,"0,031"
2399,ANA ALICIA,5,"0,031"
2400,ANA ELENA,5,"0,031"
2401,ANA ELVIRA,5,"0,031"
2402,ANA ISABELLA,5,"0,031"
2403,ANA KATHERINE,5,"0,031"
2404,ANA LIBIA,5,"0,031"
2405,ANA LILIA,5,"0,031"
2406,ANA RAQUEL,5,"0,031"
2407,ANA VERONICA,5,"0,031"
2408,ANA VIRGINIA,5,"0,031"
2409,ANAIS,5,"0,031"
2410,ANDREINA,5,"0,031"
2411,ANGELA LORENA,5,"0,031"
2412,ANGELICA LUCIA,5,"0,031"
2413,ANGIE MICHELLE,5,"0,031"
2414,ANGIE PATRICIA,5,"0,031"
2415,ANNIE,5,"0,031"
2416,ANNY,5,"0,031"
2417,ARELYS,5,"0,031"
2418,ASHLEY MICHELLE,5,"0,031"
2419,BEATRIZ AMPARO,5,"0,031"
2420,BEATRIZ SOCORRO,5,"0,031"
2421,BELARMINA,5,"0,031"
2422,BERONICA,5,"0,031"
2423,BERTA INES,5,"0,031"
2424,BIVIANA,5,"0,031"
2425,BRIANNA,5,"0,031"
2426,CANDIDA ROSA,5,"0,031"
2427,CARLA CRISTINA,5,"0,031"
2428,CARMELA,5,"0,031"
2429,CARMEN ELVIRA,5,"0,031"
2430,CARMEN MARIA,5,"0,031"
2431,CAROL VANESSA,5,"0,031"
2432,CAROLA,5,"0,031"
2433,CATALINA ANDREA,5,"0,031"
2434,CILIA,5,"0,031"
2435,CINTHIA,5,"0,031"
2436,CLARA CECILIA,5,"0,031"
2437,CLARA PATRICIA,5,"0,031"
2438,CLARISA,5,"0,031"
2439,CLARIZA,5,"0,031"
2440,CLAUDIA EUGENIA,5,"0,031"
2441,CLAUDIA VANESSA,5,"0,031"
2442,DALIA,5,"0,031"
2443,DANIELA PAOLA,5,"0,031"
2444,DANIELA PATRICIA,5,"0,031"
2445,DANNA LUCIA,5,"0,031"
2446,DANNA PAOLA,5,"0,031"
2447,DANNA SOPHIA,5,"0,031"
2448,DIANA MAGALY,5,"0,031"
2449,DIANA PAULINA,5,"0,031"
2450,DIANA TERESA,5,"0,031"
2451,DIANA VERONICA,5,"0,031"
2452,DIOMAR,5,"0,031"
2453,DIVA,5,"0,031"
2454,DOMINGA,5,"0,031"
2455,DORIS ISABEL,5,"0,031"
2456,EDDY,5,"0,031"
2457,EDNA,5,"0,031"
2458,ELSA BEATRIZ,5,"0,031"
2459,ELSA CRISTINA,5,"0,031"
2460,EMILLY,5,"0,031"
2461,ENELIA,5,"0,031"
2462,ERICKA,5,"0,031"
2463,ERIKA DANIELA,5,"0,031"
2464,ERIKA DAYANA,5,"0,031"
2465,ERIKA VANESA,5,"0,031"
2466,EVELIA,5,"0,031"
2467,EVELIN TATIANA,5,"0,031"
2468,EVELYN DAYANA,5,"0,031"
2469,FANNY MARIA,5,"0,031"
2470,FILOMENA,5,"0,031"
2471,FLOR,5,"0,031"
2472,GABRIELA ALEJANDRA,5,"0,031"
2473,GENOVEVA,5,"0,031"
2474,GERARDINA,5,"0,031"
2475,GISSELA,5,"0,031"
2476,GIULIANA,5,"0,031"
2477,GLADIS MARIA,5,"0,031"
2478,GLADYS ADRIANA,5,"0,031"
2479,GLADYS CECILIA,5,"0,031"
2480,GLADYS EUGENIA,5,"0,031"
2481,GLORIA ADRIANA,5,"0,031"
2482,GLORIA ESMERALDA,5,"0,031"
2483,GLORIA ESTEFANY,5,"0,031"
2484,GLORIA MARGARITA,5,"0,031"
2485,GLORIA NELLY,5,"0,031"
2486,GLORIA SUSANA,5,"0,031"
2487,GRACE,5,"0,031"
2488,HANNAH SOFIA,5,"0,031"
2489,HAYDEE,5,"0,031"
2490,HEIDY CAROLINA,5,"0,031"
2491,HILDA BEATRIZ,5,"0,031"
2492,HORTENSIA,5,"0,031"
2493,IBETH,5,"0,031"
2494,IDALI,5,"0,031"
2495,IDALIA,5,"0,031"
2496,INGRID ALEXANDRA,5,"0,031"
2497,IRINA,5,"0,031"
2498,IRMA CECILIA,5,"0,031"
2499,IRMA LUCIA,5,"0,031"
2500,ISABELLA SOFIA,5,"0,031"
2501,ISMELDA,5,"0,031"
2502,ISMENIA,5,"0,031"
2503,IVONNE ROCIO,5,"0,031"
2504,JAEL,5,"0,031"
2505,JANET,5,"0,031"
2506,JAQUELIN,5,"0,031"
2507,JENNIFER DAYANA,5,"0,031"
2508,JENNIFER PATRICIA,5,"0,031"
2509,JENNY ROCIO,5,"0,031"
2510,JESICA MARIA,5,"0,031"
2511,JESSICA LILIANA,5,"0,031"
2512,JESSICA LUCIA,5,"0,031"
2513,JHENIFER,5,"0,031"
2514,JOHANNA VANESSA,5,"0,031"
2515,JOSELIN,5,"0,031"
2516,JUANA SOFIA,5,"0,031"
2517,KAREN ROCIO,5,"0,031"
2518,KARLA ANDREA,5,"0,031"
2519,KARLA PATRICIA,5,"0,031"
2520,KAROLINE,5,"0,031"
2521,KATHERIN DAYANA,5,"0,031"
2522,KATHERINE DAYANA,5,"0,031"
2523,KATHERINE TATIANA,5,"0,031"
2524,KATHERYNE,5,"0,031"
2525,KELLY ALEXANDRA,5,"0,031"
2526,KHLOE,5,"0,031"
2527,KIARA,5,"0,031"
2528,LADY ALEXANDRA,5,"0,031"
2529,LARA,5,"0,031"
2530,LAURA JOHANNA,5,"0,031"
2531,LAURA MERCEDES,5,"0,031"
2532,LEONOR MARIA,5,"0,031"
2533,LIGIA PATRICIA,5,"0,031"
2534,LILIAN ROCIO,5,"0,031"
2535,LILIAN YANETH,5,"0,031"
2536,LILIANA CECILIA,5,"0,031"
2537,LINDA CAROLINA,5,"0,031"
2538,LINETH,5,"0,031"
2539,LISET,5,"0,031"
2540,LIZ ANDREA,5,"0,031"
2541,LIZETH KATHERINE,5,"0,031"
2542,LOURDES,5,"0,031"
2543,LUCIA SOCORRO,5,"0,031"
2544,LUZ GABRIELA,5,"0,031"
2545,LUZ INES,5,"0,031"
2546,LUZ KARINA,5,"0,031"
2547,LUZ NATALIA,5,"0,031"
2548,MABEL CRISTINA,5,"0,031"
2549,MADELEIN,5,"0,031"
2550,MADELIN,5,"0,031"
2551,MANUELA ANDREA,5,"0,031"
2552,MANUELA FERNANDA,5,"0,031"
2553,MARCIA,5,"0,031"
2554,MARGARITA CECILIA,5,"0,031"
2555,MARIA ANTONIETA,5,"0,031"
2556,MARIA ASCENSION,5,"0,031"
2557,MARIA AUXILIADORA,5,"0,031"
2558,MARIA BENILDA,5,"0,031"
2559,MARIA BERTHA,5,"0,031"
2560,MARIA BIBIANA,5,"0,031"
2561,MARIA EFIGENIA,5,"0,031"
2562,MARIA ELCIRA,5,"0,031"
2563,MARIA ELIDA,5,"0,031"
2564,MARIA ENITH,5,"0,031"
2565,MARIA ESTEFANIA,5,"0,031"
2566,MARIA GENOVEVA,5,"0,031"
2567,MARIA GEORGINA,5,"0,031"
2568,MARIA GUILLERMINA,5,"0,031"
2569,MARIA HERLINDA,5,"0,031"
2570,MARIA ISAURA,5,"0,031"
2571,MARIA JACKELINE,5,"0,031"
2572,MARIA JOSEFA,5,"0,031"
2573,MARIA LEONISA,5,"0,031"
2574,MARIA LUCIANA,5,"0,031"
2575,MARIA MARINA,5,"0,031"
2576,MARIA MELIDA,5,"0,031"
2577,MARIA REGINA,5,"0,031"
2578,MARIA SILVIA,5,"0,031"
2579,MARIA TATIANA,5,"0,031"
2580,MARIA YENNY,5,"0,031"
2581,MARIA ZULAY,5,"0,031"
2582,MARIANA JESUS,5,"0,031"
2583,MARIELA CARMEN,5,"0,031"
2584,MARILI,5,"0,031"
2585,MARINA ISABEL,5,"0,031"
2586,MARITZA ANDREA,5,"0,031"
2587,MARTHA ALEJANDRA,5,"0,031"
2588,MARTHA ALEXANDRA,5,"0,031"
2589,MARTHA CRISTINA,5,"0,031"
2590,MARTHA GLADYS,5,"0,031"
2591,MARTHA JUDITH,5,"0,031"
2592,MERCEDES ELENA,5,"0,031"
2593,MICHELLE ALEJANDRA,5,"0,031"
2594,MIRIAM SOCORRO,5,"0,031"
2595,MONICA DANIELA,5,"0,031"
2596,MONICA MARITZA,5,"0,031"
2597,MONICA SOFIA,5,"0,031"
2598,MYRIAM CARMEN,5,"0,031"
2599,NAHOMY,5,"0,031"
2600,NANCY ANDREA,5,"0,031"
2601,NANCY CAROLINA,5,"0,031"
2602,NANCY CRISTINA,5,"0,031"
2603,NANCY ESPERANZA,5,"0,031"
2604,NATALIA ALEXANDRA,5,"0,031"
2605,NATALIA CRISTINA,5,"0,031"
2606,NATIVIDAD,5,"0,031"
2607,NELLY AMPARO,5,"0,031"
2608,NICOLE ALEJANDRA,5,"0,031"
2609,NICOLE DANIELA,5,"0,031"
2610,NICOLE SOFIA,5,"0,031"
2611,NORA CECILIA,5,"0,031"
2612,NORA ISABEL,5,"0,031"
2613,NUBIA SOCORRO,5,"0,031"
2614,OLGA ROSA,5,"0,031"
2615,OSIRIS,5,"0,031"
2616,PAOLA VANESSA,5,"0,031"
2617,PATRICIA CARMEN,5,"0,031"
2618,PAULA ALEXANDRA,5,"0,031"
2619,PAULA JIMENA,5,"0,031"
2620,PAULA NATALIA,5,"0,031"
2621,RITA,5,"0,031"
2622,RITA MARIA,5,"0,031"
2623,ROSA ADELA,5,"0,031"
2624,ROSA LINDA,5,"0,031"
2625,ROSE MARY,5,"0,031"
2626,RUTH CARMEN,5,"0,031"
2627,RUTH ELENA,5,"0,031"
2628,RUTH MARINA,5,"0,031"
2629,RUTH MARY,5,"0,031"
2630,SANDRA JUDITH,5,"0,031"
2631,SANDRA JULIANA,5,"0,031"
2632,SANDRA MIREYA,5,"0,031"
2633,SANDRA SOCORRO,5,"0,031"
2634,SANDRA TATIANA,5,"0,031"
2635,SANDY PAOLA,5,"0,031"
2636,SARA ELENA,5,"0,031"
2637,SARA LORENA,5,"0,031"
2638,SARA ROSA,5,"0,031"
2639,SARAHY,5,"0,031"
2640,SHEILA,5,"0,031"
2641,SHEYLA,5,"0,031"
2642,SHIRLEY LORENA,5,"0,031"
2643,SILVIA ELENA,5,"0,031"
2644,SILVIA NATALIA,5,"0,031"
2645,SOL,5,"0,031"
2646,SOL ANGEL,5,"0,031"
2647,SOLEY,5,"0,031"
2648,SONIA ESTHER,5,"0,031"
2649,SONIA PILAR,5,"0,031"
2650,SONIA YANETH,5,"0,031"
2651,STEPHANIE ANDREA,5,"0,031"
2652,TERESITA NI„O JESUS,5,"0,031"
2653,VALERI,5,"0,031"
2654,VALERIA SOFIA,5,"0,031"
2655,VANESSA ALEXANDRA,5,"0,031"
2656,VANESSA CAROLINA,5,"0,031"
2657,VERONICA ALEXANDRA,5,"0,031"
2658,VIANEY,5,"0,031"
2659,VICTORIA ELENA,5,"0,031"
2660,YENI PATRICIA,5,"0,031"
2661,YENY PATRICIA,5,"0,031"
2662,YINET,5,"0,031"
2663,YISEL,5,"0,031"
2664,YOLANDA ISABEL,5,"0,031"
2665,YOLIMAR,5,"0,031"
2666,YUDI,5,"0,031"
2667,YULIET,5,"0,031"
2668,ZARAY,5,"0,031"
2669,ZONIA,5,"0,031"

