N§,Nombre,Total,Por mil (?)
710,JHON ESTEBAN,22,"0,168"
711,JHONATAN ALEXANDER,22,"0,168"
712,JOHAN ALEJANDRO,22,"0,168"
713,JOHAN ALEXIS,22,"0,168"
714,JOSE ALDEMAR,22,"0,168"
715,JOSE LIBARDO,22,"0,168"
716,JOSE MARIA,22,"0,168"
717,JUAN FRANCISCO,22,"0,168"
718,LUIS BERNARDO,22,"0,168"
719,LUIS ORLANDO,22,"0,168"
720,MARIO GERMAN,22,"0,168"
721,MAURICIO ANTONIO,22,"0,168"
722,OSCAR ALEXANDER,22,"0,168"
723,VICTOR DANIEL,22,"0,168"
724,ABRAHAM,21,"0,161"
725,ALBEIRO JESUS,21,"0,161"
726,CARLOS ARMANDO,21,"0,161"
727,CARLOS ESTEBAN,21,"0,161"
728,CARLOS JULIAN,21,"0,161"
729,CARLOS MANUEL,21,"0,161"
730,DANIEL ALEXANDER,21,"0,161"
731,DANIEL JOSE,21,"0,161"
732,DEREK,21,"0,161"
733,DIEGO LUIS,21,"0,161"
734,DILAN SANTIAGO,21,"0,161"
735,EDISSON,21,"0,161"
736,ERICK SANTIAGO,21,"0,161"
737,ESTIVEN,21,"0,161"
738,HERNAN ALONSO,21,"0,161"
739,IVAN MAURICIO,21,"0,161"
740,JAIME EDUARDO,21,"0,161"
741,JOHN FABER,21,"0,161"
742,JOHN STEVEN,21,"0,161"
743,JULIAN EDUARDO,21,"0,161"
744,JULIO ENRIQUE,21,"0,161"
745,LUIS,21,"0,161"
746,MANUEL FELIPE,21,"0,161"
747,MILTON FABIAN,21,"0,161"
748,NELSON DAVID,21,"0,161"
749,NICOLAS DAVID,21,"0,161"
750,OLIVER,21,"0,161"
751,OSCAR DANIEL,21,"0,161"
752,RAMON ELIAS,21,"0,161"
753,RUBIEL,21,"0,161"
754,SIGIFREDO,21,"0,161"
755,WILMAR ANDRES,21,"0,161"
756,YEISON DAVID,21,"0,161"
757,BRANDON STIVEN,20,"0,153"
758,CARLOS ARIEL,20,"0,153"
759,CESAR ALBERTO,20,"0,153"
760,DAMIAN,20,"0,153"
761,DIEGO HERNAN,20,"0,153"
762,EDUARD,20,"0,153"
763,EDUARDO ANTONIO,20,"0,153"
764,ELMER,20,"0,153"
765,FERNANDO ANTONIO,20,"0,153"
766,GABRIEL ANTONIO,20,"0,153"
767,HENRY ALBERTO,20,"0,153"
768,HUGO ALEJANDRO,20,"0,153"
769,JAIME HUMBERTO,20,"0,153"
770,JAVIER JESUS,20,"0,153"
771,JEFERSON ANDRES,20,"0,153"
772,JHON JAIME,20,"0,153"
773,JHON WILLIAM,20,"0,153"
774,JOAN STEVEN,20,"0,153"
775,JOHN JAIME,20,"0,153"
776,JOHNNY ALEXANDER,20,"0,153"
777,JORGE ARTURO,20,"0,153"
778,JORGE MAURICIO,20,"0,153"
779,JORGE ORLANDO,20,"0,153"
780,JOSE CARMEN,20,"0,153"
781,JOSE EDWIN,20,"0,153"
782,JOSE HERNAN,20,"0,153"
783,JOSE NICOLAS,20,"0,153"
784,JOSE REINEL,20,"0,153"
785,JUAN STEBAN,20,"0,153"
786,KEVIN ESTEBAN,20,"0,153"
787,MANUEL ANDRES,20,"0,153"
788,MARTIN ALONSO,20,"0,153"
789,RAFAEL EDUARDO,20,"0,153"
790,REINEL,20,"0,153"
791,RENE,20,"0,153"
792,RICARDO ALBERTO,20,"0,153"
793,VALENTIN,20,"0,153"
794,VICTOR,20,"0,153"
795,WILMER ANDRES,20,"0,153"
796,WILSON FERNANDO,20,"0,153"
797,ADRIAN FELIPE,19,"0,145"
798,ALEX FERNANDO,19,"0,145"
799,ANCIZAR,19,"0,145"
800,ANDRES RICARDO,19,"0,145"
801,BRIAN STEVEN,19,"0,145"
802,CARLOS STIVEN,19,"0,145"
803,CESAR MAURICIO,19,"0,145"
804,DANIEL ALFONSO,19,"0,145"
805,DANIEL CAMILO,19,"0,145"
806,EDUARDO JOSE,19,"0,145"
807,EDWIN ALEXIS,19,"0,145"
808,FERNANDO ANDRES,19,"0,145"
809,GABRIEL ALEJANDRO,19,"0,145"
810,GERMAN ALBERTO,19,"0,145"
811,GIANCARLO,19,"0,145"
812,HECTOR HERNAN,19,"0,145"
813,HECTOR IVAN,19,"0,145"
814,HECTOR MANUEL,19,"0,145"
815,JAVIER ORLANDO,19,"0,145"
816,JHOAN CAMILO,19,"0,145"
817,JHONY ALEXANDER,19,"0,145"
818,JOHAN FERNANDO,19,"0,145"
819,JOHN CARLOS,19,"0,145"
820,JORGE DAVID,19,"0,145"
821,JOSE CARLOS,19,"0,145"
822,JOSE ENRIQUE,19,"0,145"
823,JOSE WILMAR,19,"0,145"
824,JUAN,19,"0,145"
825,JUAN ANGEL,19,"0,145"
826,JUAN DIOS,19,"0,145"
827,JUAN MAURICIO,19,"0,145"
828,LUCIANO,19,"0,145"
829,LUIS ARTURO,19,"0,145"
830,MARLON STIVEN,19,"0,145"
831,MILLER,19,"0,145"
832,MILTON ANDRES,19,"0,145"
833,OSCAR ARMANDO,19,"0,145"
834,OTONIEL,19,"0,145"
835,RODRIGO ANDRES,19,"0,145"
836,SAMIR,19,"0,145"
837,SAUL,19,"0,145"
838,SEBASTIAN ANDRES,19,"0,145"
839,WILSON JAVIER,19,"0,145"
840,ANGEL GABRIEL,18,"0,138"
841,BRIAN ANDRES,18,"0,138"
842,BRYAN ALEXANDER,18,"0,138"
843,CAMILO ERNESTO,18,"0,138"
844,CHRISTIAN FERNANDO,18,"0,138"
845,DANIEL ENRIQUE,18,"0,138"
846,DAVID EDUARDO,18,"0,138"
847,DAVID RICARDO,18,"0,138"
848,EDGAR ALEXANDER,18,"0,138"
849,EDGAR JESUS,18,"0,138"
850,EFREN,18,"0,138"
851,ELIAS,18,"0,138"
852,FRANCISCO JOSE,18,"0,138"
853,FRANCISCO LUIS,18,"0,138"
854,FREDDY ALEXANDER,18,"0,138"
855,GIOVANNY ANDRES,18,"0,138"
856,HAROLD MAURICIO,18,"0,138"
857,HERNAN DAVID,18,"0,138"
858,HORACIO,18,"0,138"
859,IKER,18,"0,138"
860,ISRAEL,18,"0,138"
861,IVAN ALEJANDRO,18,"0,138"
862,JESUS,18,"0,138"
863,JESUS EDUARDO,18,"0,138"
864,JHON CARLOS,18,"0,138"
865,JOHAN MAURICIO,18,"0,138"
866,JORGE HERNANDO,18,"0,138"
867,JOSE DANILO,18,"0,138"
868,JOSE ELIECER,18,"0,138"
869,JOSE GERMAN,18,"0,138"
870,JOSE URIEL,18,"0,138"
871,JUAN STEVAN,18,"0,138"
872,KEVIN ALEXIS,18,"0,138"
873,LUIS ADRIAN,18,"0,138"
874,LUIS FERNEY,18,"0,138"
875,LUIS GERARDO,18,"0,138"
876,MARIO ALFONSO,18,"0,138"
877,NICOLAS ESTEBAN,18,"0,138"
878,OSCAR LEONARDO,18,"0,138"
879,ROBINSON ANDRES,18,"0,138"
880,ROGER,18,"0,138"
881,VALENTINO,18,"0,138"
882,WILBER,18,"0,138"
883,YEFFERSON,18,"0,138"
884,BRYAN DAVID,17,"0,130"
885,CAMILO ALBERTO,17,"0,130"
886,DANNY,17,"0,130"
887,DIEGO FABIAN,17,"0,130"
888,DOMINIC,17,"0,130"
889,FABIAN MAURICIO,17,"0,130"
890,FRANK,17,"0,130"
891,GERMAN ALONSO,17,"0,130"
892,GERMAN EDUARDO,17,"0,130"
893,HECTOR JAVIER,17,"0,130"
894,JAIME ALONSO,17,"0,130"
895,JEFERSSON,17,"0,130"
896,JEISSON,17,"0,130"
897,JEISSON ANDRES,17,"0,130"
898,JHON JADER,17,"0,130"
899,JHONNY ALEJANDRO,17,"0,130"
900,JOHAN FELIPE,17,"0,130"
901,JOHN EDISSON,17,"0,130"
902,JOHN STIVEN,17,"0,130"
903,JOHNNY,17,"0,130"
904,JONATHAN STIVEN,17,"0,130"
905,JOSE EDGAR,17,"0,130"
906,JOSE JAIRO,17,"0,130"
907,JOSE NORBEY,17,"0,130"
908,KEVIN FERNANDO,17,"0,130"
909,KEVIN MAURICIO,17,"0,130"
910,LUIS SANTIAGO,17,"0,130"
911,NICOLAS SANTIAGO,17,"0,130"
912,OMAR ENRIQUE,17,"0,130"
913,OSCAR ALONSO,17,"0,130"
914,OSCAR ANTONIO,17,"0,130"
915,PAULO ANDRES,17,"0,130"
916,RAUL ANTONIO,17,"0,130"
917,RICARDO JOSE,17,"0,130"
918,ROBERTO ANTONIO,17,"0,130"
919,RODRIGO ANTONIO,17,"0,130"
920,WILSON ALEXANDER,17,"0,130"
921,WILSON ANTONIO,17,"0,130"
922,YEISON ALEJANDRO,17,"0,130"
923,ANDRES STEVEN,16,"0,122"
924,ANGEL MARIA,16,"0,122"
925,BRYAN STIVEN,16,"0,122"
926,CARLOS ALEJANDRO,16,"0,122"
927,CARLOS ERNESTO,16,"0,122"
928,CHRISTIAN ALBERTO,16,"0,122"
929,CRISTIAN ANTONIO,16,"0,122"
930,DAVID ALBERTO,16,"0,122"
931,DAVID ANTONIO,16,"0,122"
932,DIEGO EDINSON,16,"0,122"
933,DIEGO GERMAN,16,"0,122"
934,DYLAN SANTIAGO,16,"0,122"
935,EDIER,16,"0,122"
936,EDWIN FABIAN,16,"0,122"
937,EIDER,16,"0,122"
938,EVELIO,16,"0,122"
939,FABIAN EDUARDO,16,"0,122"
940,FREDY ANDRES,16,"0,122"
941,GABRIEL ANGEL,16,"0,122"
942,GUSTAVO ALONSO,16,"0,122"
943,HECTOR ALONSO,16,"0,122"
944,HELMER,16,"0,122"
945,HENRY ALEXANDER,16,"0,122"
946,HUGO ALEXANDER,16,"0,122"
947,IVAN FELIPE,16,"0,122"
948,JEISON DAVID,16,"0,122"
949,JHOAN STEVEN,16,"0,122"
950,JHONATAN DAVID,16,"0,122"
951,JHONY ALEJANDRO,16,"0,122"
952,JOAN ANDRES,16,"0,122"
953,JOHN FABIO,16,"0,122"
954,JUSTIN,16,"0,122"
955,LARRY,16,"0,122"
956,LUIS EMILIO,16,"0,122"
957,LUIS ESTEBAN,16,"0,122"
958,NIKOLAS,16,"0,122"
959,NOAH,16,"0,122"
960,NOLBERTO,16,"0,122"
961,ROSEMBERG,16,"0,122"
962,RUBEN,16,"0,122"
963,SALVADOR,16,"0,122"
964,SAMUEL ANTONIO,16,"0,122"
965,SANTIAGO ALEJANDRO,16,"0,122"
966,SANTIAGO JOSE,16,"0,122"
967,VICTOR MARIO,16,"0,122"
968,WILLINGTON,16,"0,122"
969,ABELARDO,15,"0,115"
970,ADOLFO LEON,15,"0,115"
971,ANGEL SANTIAGO,15,"0,115"
972,ARLEX,15,"0,115"
973,AXEL,15,"0,115"
974,BERNARDO ANTONIO,15,"0,115"
975,CAMILO ALEJANDRO,15,"0,115"
976,CARLOS ADRIAN,15,"0,115"
977,CARLOS ORLANDO,15,"0,115"
978,CESAR ALEJANDRO,15,"0,115"
979,CRISTHIAN FELIPE,15,"0,115"
980,CRISTHIAN MAURICIO,15,"0,115"
981,CRISTIAN LEONARDO,15,"0,115"
982,DAVID CAMILO,15,"0,115"
983,DAVID ENRIQUE,15,"0,115"
984,DIEGO JAVIER,15,"0,115"
985,EDUARDO ENRIQUE,15,"0,115"
986,ERIC,15,"0,115"
987,FABIAN ALEJANDRO,15,"0,115"
988,FABIAN ENRIQUE,15,"0,115"
989,GERMAN DAVID,15,"0,115"
990,HECTOR ALEXANDER,15,"0,115"
991,HECTOR JESUS,15,"0,115"
992,IGNACIO,15,"0,115"
993,JAMES ANDRES,15,"0,115"
994,JAVIER ALEJANDRO,15,"0,115"
995,JEISON STEVEN,15,"0,115"
996,JERSON,15,"0,115"
997,JHOAN ESTEBAN,15,"0,115"
998,JHONATAN STIVEN,15,"0,115"
999,JOHN ALEXIS,15,"0,115"
1000,JOHN DAVID,15,"0,115"
1001,JOHN EDUARD,15,"0,115"
1002,JOHN WALTER,15,"0,115"
1003,JORGE ADRIAN,15,"0,115"
1004,JORGE AUGUSTO,15,"0,115"
1005,JOSE ADRIAN,15,"0,115"
1006,JOSE ALVARO,15,"0,115"
1007,JOSE ARTURO,15,"0,115"
1008,JOSE CAMILO,15,"0,115"
1009,JOSE DUVAN,15,"0,115"
1010,JOSE GUSTAVO,15,"0,115"
1011,JOSE JAIR,15,"0,115"
1012,JOSE RAFAEL,15,"0,115"
1013,JOSE RUBIEL,15,"0,115"
1014,LUIS MANUEL,15,"0,115"
1015,MARCOS,15,"0,115"
1016,MAURICIO ALBERTO,15,"0,115"
1017,MIGUEL FERNANDO,15,"0,115"
1018,NELSON EDUARDO,15,"0,115"
1019,OSCAR HERNANDO,15,"0,115"
1020,OSCAR SANTIAGO,15,"0,115"
1021,SEBASTIAN ALEJANDRO,15,"0,115"
1022,SERGIO IVAN,15,"0,115"
1023,SILVIO,15,"0,115"
1024,VICTOR JULIO,15,"0,115"
1025,WILLIAM HERNAN,15,"0,115"
1026,ANDERSON DAVID,14,"0,107"
1027,ANDRES STIVEN,14,"0,107"
1028,ARCESIO,14,"0,107"
1029,CARLOS ALIRIO,14,"0,107"
1030,CESAR IVAN,14,"0,107"
1031,CHARLES,14,"0,107"
1032,CHRISTIAN ALEJANDRO,14,"0,107"
1033,DAIRO,14,"0,107"
1034,DANNY ALEXANDER,14,"0,107"
1035,DEIBY,14,"0,107"
1036,DIEGO JULIAN,14,"0,107"
1037,DOMINICK,14,"0,107"
1038,EDGAR EDUARDO,14,"0,107"
1039,EDGAR MAURICIO,14,"0,107"
1040,EDUAR,14,"0,107"
1041,EDWIN DAVID,14,"0,107"
1042,ENMANUEL,14,"0,107"
1043,EZEQUIEL,14,"0,107"
1044,FABIO ALEXANDER,14,"0,107"
1045,FREDY ALEJANDRO,14,"0,107"
1046,GILDARDO ANTONIO,14,"0,107"
1047,GUSTAVO ANTONIO,14,"0,107"
1048,GUSTAVO ENRIQUE,14,"0,107"
1049,HECTOR JULIAN,14,"0,107"
1050,HOLMES,14,"0,107"
1051,JAVIER AUGUSTO,14,"0,107"
1052,JAVIER DARIO,14,"0,107"
1053,JAVIER HERNANDO,14,"0,107"
1054,JESUS HERNANDO,14,"0,107"
1055,JHON FABIO,14,"0,107"
1056,JHON WILSON,14,"0,107"
1057,JHONATTAN,14,"0,107"
1058,JHONIER,14,"0,107"
1059,JOAN CAMILO,14,"0,107"
1060,JOAN MANUEL,14,"0,107"
1061,JOHAN ALBERTO,14,"0,107"
1062,JORGE OLMEDO,14,"0,107"
1063,JORGE OMAR,14,"0,107"
1064,JOSE FABIAN,14,"0,107"
1065,JOSE GILBERTO,14,"0,107"
1066,JOSE YESID,14,"0,107"
1067,JUAN EDUARDO,14,"0,107"
1068,JUAN IGNACIO,14,"0,107"
1069,JUAN JACOBO,14,"0,107"
1070,JULIAN DARIO,14,"0,107"
1071,JULIO,14,"0,107"
1072,KEVIN ALBERTO,14,"0,107"
1073,LUIS ALONSO,14,"0,107"
1074,MAICOL,14,"0,107"
1075,MANUEL RICARDO,14,"0,107"
1076,MARCO FIDEL,14,"0,107"
1077,MARIO ALEXANDER,14,"0,107"
1078,MARLON DAVID,14,"0,107"
1079,MARTIN ANDRES,14,"0,107"
1080,NELSON ALBERTO,14,"0,107"
1081,NELSON FABIAN,14,"0,107"
1082,OMAR JESUS,14,"0,107"
1083,PABLO ALEJANDRO,14,"0,107"
1084,PEDRO ALEJANDRO,14,"0,107"
1085,RAFAEL ENRIQUE,14,"0,107"
1086,ROBERT,14,"0,107"
1087,RONAL,14,"0,107"
1088,RONALDO,14,"0,107"
1089,SANDRO,14,"0,107"
1090,SEBASTIAN FELIPE,14,"0,107"
1091,SERGIO DANIEL,14,"0,107"
1092,WILLIAM ANTONIO,14,"0,107"
1093,WILLIAM ENRIQUE,14,"0,107"
1094,YEISON FERNANDO,14,"0,107"
1095,YEISON STIVEN,14,"0,107"
1096,ALEJANDRO JOSE,13,"0,099"
1097,ARLES,13,"0,099"
1098,BERNARDO JESUS,13,"0,099"
1099,BRAHIAN,13,"0,099"
1100,BRAYAN FELIPE,13,"0,099"
1101,CAMILO EDUARDO,13,"0,099"
1102,CARLOS ALONSO,13,"0,099"
1103,CARLOS HOLMES,13,"0,099"
1104,CHRISTIAN ALEXANDER,13,"0,099"
1105,CRISTHIAN ALBERTO,13,"0,099"
1106,CRISTHIAN FERNANDO,13,"0,099"
1107,DANIEL MATEO,13,"0,099"
1108,DANIEL SEBASTIAN,13,"0,099"
1109,DANNY ALEJANDRO,13,"0,099"
1110,DARIO JESUS,13,"0,099"
1111,DEIBY ALEJANDRO,13,"0,099"
1112,DIEGO ANTONIO,13,"0,099"
1113,EDISON ANDRES,13,"0,099"
1114,ELKIN DARIO,13,"0,099"
1115,ESTEBAN ALEJANDRO,13,"0,099"
1116,EYDER,13,"0,099"
1117,FABIAN ALEXANDER,13,"0,099"
1118,FABIAN ESTEBAN,13,"0,099"
1119,FABIO ENRIQUE,13,"0,099"
1120,FABIO JESUS,13,"0,099"
1121,FERNANDO JESUS,13,"0,099"
1122,FREDY ANTONIO,13,"0,099"
1123,GUSTAVO JESUS,13,"0,099"
1124,HARVEY,13,"0,099"
1125,HECTOR EDUARDO,13,"0,099"
1126,HECTOR FERNANDO,13,"0,099"
1127,HENRY MAURICIO,13,"0,099"
1128,HERNANDO JESUS,13,"0,099"
1129,JANIER,13,"0,099"
1130,JEFFERSON DAVID,13,"0,099"
1131,JESUS DANIEL,13,"0,099"
1132,JESUS MAURICIO,13,"0,099"
1133,JHOAN MANUEL,13,"0,099"
1134,JHON,13,"0,099"
1135,JHON WILMAR,13,"0,099"
1136,JHONNY ANDRES,13,"0,099"
1137,JOHANN SEBASTIAN,13,"0,099"
1138,JOHN ESTEBAN,13,"0,099"
1139,JONNY ALEXANDER,13,"0,099"
1140,JORGE ALBEIRO,13,"0,099"
1141,JOSE ALFONSO,13,"0,099"
1142,JOSE ANIBAL,13,"0,099"
1143,JOSE ARBEY,13,"0,099"
1144,JOSE BERNARDO,13,"0,099"
1145,JOSE DOMINGO,13,"0,099"
1146,JOSE GERARDO,13,"0,099"
1147,JOSE HERNANDO,13,"0,099"
1148,JOSE MARIO,13,"0,099"
1149,JOSE NELSON,13,"0,099"
1150,JOSE RODOLFO,13,"0,099"
1151,JULIAN ALEJANDRO,13,"0,099"
1152,JULIAN ALEXANDER,13,"0,099"
1153,LORENZO,13,"0,099"
1154,LUIS HORACIO,13,"0,099"
1155,MANUEL SANTIAGO,13,"0,099"
1156,MIGUEL ALEJANDRO,13,"0,099"
1157,MIGUEL EDUARDO,13,"0,099"
1158,MIGUEL SANTIAGO,13,"0,099"
1159,OLMEDO,13,"0,099"
1160,OSCAR FELIPE,13,"0,099"
1161,OSCAR MANUEL,13,"0,099"
1162,ROGELIO,13,"0,099"
1163,SERGIO ESTEBAN,13,"0,099"
1164,SERGIO LUIS,13,"0,099"
1165,UBERNEY,13,"0,099"
1166,VICTOR JAVIER,13,"0,099"
1167,VICTOR RAUL,13,"0,099"
1168,WILLIAM DARIO,13,"0,099"
1169,WILLIAM MAURICIO,13,"0,099"
1170,WILSON ALBERTO,13,"0,099"
1171,WILSON DAVID,13,"0,099"
1172,YONATAN,13,"0,099"
1173,ALCIDES,12,"0,092"
1174,ALEX DAVID,12,"0,092"
1175,ALEXANDER JESUS,12,"0,092"
1176,ALVEIRO,12,"0,092"
1177,ANDERSSON,12,"0,092"
1178,ANDRES GUILLERMO,12,"0,092"
1179,ANDREW,12,"0,092"
1180,ANGEL ALBERTO,12,"0,092"
1181,AUGUSTO,12,"0,092"
1182,BAYRON,12,"0,092"
1183,BRANDON ANDRES,12,"0,092"
1184,BRANDON DAVID,12,"0,092"
1185,BRAYAN MAURICIO,12,"0,092"
1186,BRYAN ALEXIS,12,"0,092"
1187,CARLOS EMILIO,12,"0,092"
1188,CARLOS STEVEN,12,"0,092"
1189,CESAR TULIO,12,"0,092"
1190,DARWIN ANDRES,12,"0,092"
1191,EDGAR AUGUSTO,12,"0,092"
1192,EDWAR ANDRES,12,"0,092"
1193,EDWIN JAVIER,12,"0,092"
1194,EDWIN SANTIAGO,12,"0,092"
1195,FARID,12,"0,092"
1196,GABRIEL EDUARDO,12,"0,092"
1197,GUILLERMO ALFONSO,12,"0,092"
1198,HECTOR ALEJANDRO,12,"0,092"
1199,HECTOR DAVID,12,"0,092"
1200,HENRY JESUS,12,"0,092"
1201,HOOVER,12,"0,092"
1202,HUGO FERNEY,12,"0,092"
1203,IZAN,12,"0,092"
1204,JAIDER,12,"0,092"
1205,JAIME ANTONIO,12,"0,092"
1206,JAIME AUGUSTO,12,"0,092"
1207,JESUS ENRIQUE,12,"0,092"
1208,JHON ALEXIS,12,"0,092"
1209,JHON EDUAR,12,"0,092"
1210,JHON KEVIN,12,"0,092"
1211,JHONIER ANDRES,12,"0,092"
1212,JHONY,12,"0,092"
1213,JOHAN DANIEL,12,"0,092"
1214,JOHAN SANTIAGO,12,"0,092"
1215,JOHANY,12,"0,092"
1216,JOHN,12,"0,092"
1217,JOHN JADER,12,"0,092"
1218,JORGE ESTEBAN,12,"0,092"
1219,JOSE NORBERTO,12,"0,092"
1220,JOSE OSCAR,12,"0,092"
1221,JOSE REINALDO,12,"0,092"
1222,JOSE SANTIAGO,12,"0,092"
1223,JOSE SEBASTIAN,12,"0,092"
1224,JUAN JESUS,12,"0,092"
1225,JULIO ERNESTO,12,"0,092"
1226,KEVIN SEBASTIAN,12,"0,092"
1227,LUIS MATEO,12,"0,092"
1228,MATTEO,12,"0,092"
1229,NELSON ANTONIO,12,"0,092"
1230,NESTOR ANDRES,12,"0,092"
1231,NESTOR IVAN,12,"0,092"
1232,OMAR ANTONIO,12,"0,092"
1233,ORLANDO ANTONIO,12,"0,092"
1234,OSCAR AUGUSTO,12,"0,092"
1235,PEDRO ANDRES,12,"0,092"
1236,RAFAEL DAVID,12,"0,092"
1237,RAMON,12,"0,092"
1238,RAUL ALBERTO,12,"0,092"
1239,RAUL FERNANDO,12,"0,092"
1240,RICHARD ANDRES,12,"0,092"
1241,ROBINSON JESUS,12,"0,092"
1242,RODRIGO ALBERTO,12,"0,092"
1243,STEVEN ANDRES,12,"0,092"
1244,VICTOR ALONSO,12,"0,092"
1245,VICTOR EDUARDO,12,"0,092"
1246,WALTER ANDRES,12,"0,092"
1247,WILLIAM RICARDO,12,"0,092"
1248,WILLIAM STEVEN,12,"0,092"
1249,WILMAR ALEXANDER,12,"0,092"
1250,YIMMY,12,"0,092"
1251,ANDREY,11,"0,084"
1252,ANGEL ANDRES,11,"0,084"
1253,ANGEL JESUS,11,"0,084"
1254,BELISARIO,11,"0,084"
1255,BRAYAN FERNANDO,11,"0,084"
1256,BRYAN ALEJANDRO,11,"0,084"
1257,CAMPO ELIAS,11,"0,084"
1258,CARLOS GUSTAVO,11,"0,084"
1259,CARLOS ROBERTO,11,"0,084"
1260,CESAR LEONARDO,11,"0,084"
1261,CHRISTIAN FELIPE,11,"0,084"
1262,CONRADO,11,"0,084"
1263,CRISTIAN ORLANDO,11,"0,084"
1264,CRISTOFER,11,"0,084"
1265,DANIEL FRANCISCO,11,"0,084"
1266,DANIEL HUMBERTO,11,"0,084"
1267,DAVID ORLANDO,11,"0,084"
1268,EDGAR JAVIER,11,"0,084"
1269,EDWIN ALONSO,11,"0,084"
1270,EDWIN ANTONIO,11,"0,084"
1271,ERIK SANTIAGO,11,"0,084"
1272,ERWIN,11,"0,084"
1273,ETHAN,11,"0,084"
1274,FABIAN ALONSO,11,"0,084"
1275,FABIAN ANTONIO,11,"0,084"
1276,FABIAN LEONARDO,11,"0,084"
1277,FABIAN ORLANDO,11,"0,084"
1278,FABIO ANTONIO,11,"0,084"
1279,FELIX,11,"0,084"
1280,FERNANDO ALONSO,11,"0,084"
1281,GABRIEL ANDRES,11,"0,084"
1282,GERSON DAVID,11,"0,084"
1283,GILBERTO ANTONIO,11,"0,084"
1284,GIOVANI,11,"0,084"
1285,GIOVANY,11,"0,084"
1286,GUSTAVO ALFONSO,11,"0,084"
1287,HAROLD ANTONIO,11,"0,084"
1288,HARRY,11,"0,084"
1289,HECTOR AUGUSTO,11,"0,084"
1290,HECTOR HUGO,11,"0,084"
1291,HERNAN ALBERTO,11,"0,084"
1292,HUMBERTO JESUS,11,"0,084"
1293,ISAIAS,11,"0,084"
1294,JAIME ARTURO,11,"0,084"
1295,JARED,11,"0,084"
1296,JEFFREY,11,"0,084"
1297,JEYSON,11,"0,084"
1298,JHON MICHAEL,11,"0,084"
1299,JIMMY ANDRES,11,"0,084"
1300,JOAN ESTEBAN,11,"0,084"
1301,JOEL ANDRES,11,"0,084"
1302,JOHN MAURICIO,11,"0,084"
1303,JOSE ALONSO,11,"0,084"
1304,JOSE GILDARDO,11,"0,084"
1305,JOSE HERIBERTO,11,"0,084"
1306,JOSE HERNEY,11,"0,084"
1307,JOSE LEONEL,11,"0,084"
1308,JOSE MARTIN,11,"0,084"
1309,JOSE RAMON,11,"0,084"
1310,JOSE ROBERTO,11,"0,084"
1311,JOSE WALTER,11,"0,084"
1312,JUAN LUIS,11,"0,084"
1313,LUIS CAMILO,11,"0,084"
1314,LUIS GERMAN,11,"0,084"
1315,LUIS JOSE,11,"0,084"
1316,LUIS MAURICIO,11,"0,084"
1317,MANUEL ALBERTO,11,"0,084"
1318,MANUEL ESTEBAN,11,"0,084"
1319,MARCO,11,"0,084"
1320,MATEO ALEJANDRO,11,"0,084"
1321,MILAN,11,"0,084"
1322,NELSON JAVIER,11,"0,084"
1323,NESTOR FABIAN,11,"0,084"
1324,NESTOR JULIAN,11,"0,084"
1325,NICOLAS FELIPE,11,"0,084"
1326,OMAR ALBERTO,11,"0,084"
1327,PEDRO JULIO,11,"0,084"
1328,RAFAEL ALBERTO,11,"0,084"
1329,RAUL EDUARDO,11,"0,084"
1330,RICARDO JESUS,11,"0,084"
1331,RODRIGO JESUS,11,"0,084"
1332,VICENTE,11,"0,084"
1333,WILDER ANDRES,11,"0,084"
1334,WILLIAM EDUARDO,11,"0,084"
1335,YEINER,11,"0,084"
1336,YEISON ALEXANDER,11,"0,084"
1337,YERSON,11,"0,084"
1338,YOVANNY,11,"0,084"
1339,YULIAN ANDRES,11,"0,084"
1340,ALBERTO ANTONIO,10,"0,076"
1341,ALVARO HERNAN,10,"0,076"
1342,ANDRES ALEJANDRO,10,"0,076"
1343,ANDRES ALFONSO,10,"0,076"
1344,ANDRES JOSE,10,"0,076"
1345,ANDRES ORLANDO,10,"0,076"
1346,ANDRES SEBASTIAN,10,"0,076"
1347,ANIBAL,10,"0,076"
1348,ARNOLDO,10,"0,076"
1349,ARQUIMEDES,10,"0,076"
1350,BRAYAN ALBERTO,10,"0,076"
1351,CAMILO ARTURO,10,"0,076"
1352,CAMILO JOSE,10,"0,076"
1353,CARLOS ADOLFO,10,"0,076"
1354,CARLOS ALEXANDER,10,"0,076"
1355,CESAR JULIO,10,"0,076"
1356,CESAR ORLANDO,10,"0,076"
1357,CRISTHIAN EDUARDO,10,"0,076"
1358,CRISTIAN JOSE,10,"0,076"
1359,CRISTIAN JULIAN,10,"0,076"
1360,CRISTIAN LEANDRO,10,"0,076"
1361,CRISTIAN STEVEN,10,"0,076"
1362,DANIEL ALEXIS,10,"0,076"
1363,DANTE,10,"0,076"
1364,DAVID JULIAN,10,"0,076"
1365,DIEGO ALFONSO,10,"0,076"
1366,DIEGO CAMILO,10,"0,076"
1367,DIEGO FRANCISCO,10,"0,076"
1368,EDGAR DAVID,10,"0,076"
1369,EDGAR ENRIQUE,10,"0,076"
1370,EDGAR FERNANDO,10,"0,076"
1371,EVER,10,"0,076"
1372,FABIAN CAMILO,10,"0,076"
1373,FABIO ALEJANDRO,10,"0,076"
1374,FERNANDO ALBERTO,10,"0,076"
1375,FREDDY ALEJANDRO,10,"0,076"
